cca,size,density,total_time
2,22,10,0.0259533330
2,22,10,0.0252438590
2,22,10,0.0253943880
2,22,10,0.0251014860
2,22,20,0.0250873400
2,22,20,0.0251234670
2,22,20,0.0243217460
2,22,20,0.0251195840
2,22,20,0.0254065130
2,23,10,0.0524862600
2,23,10,0.5730628280
2,23,10,0.0278975910
2,23,10,0.0281891870
2,23,10,0.0277517500
2,23,20,0.0280327790
2,23,20,0.0279594960
2,23,20,0.0279144260
2,23,20,0.0279625950
2,23,20,0.0278145120
2,24,10,0.0305317910
2,24,10,0.0305124080
2,24,10,0.0303869720
2,24,10,0.0306751000
2,24,10,0.0300514860
2,24,20,0.0300173040
2,24,20,0.0298654420
2,24,20,0.0297282930
2,24,20,0.0295019870
2,24,20,0.0280854410
2,25,10,0.0332057710
2,25,10,0.0310695620
2,25,10,0.0313736880
2,25,10,0.0313882160
2,25,10,0.0325269910
2,25,20,0.0322633540
2,25,20,0.0327197010
2,25,20,0.0323135360
2,25,20,0.0305096530
2,25,20,0.0321862400
2,26,10,0.0350400240
2,26,10,0.0350611090
2,26,10,0.0347966730
2,26,10,0.0350874530
2,26,10,0.0349257080
2,26,20,0.0348976590
2,26,20,0.0344277460
2,26,20,0.0325677150
2,26,20,0.0338895420
2,26,20,0.0345510920
2,27,10,0.0699408460
2,27,10,0.0379182760
2,27,10,0.0381643580
2,27,10,0.0384744400
2,27,10,0.0381019940
2,27,20,0.0380814510
2,27,20,0.0382559550
2,27,20,0.0378991490
2,27,20,0.0380963350
2,27,20,0.0380168760
2,28,10,0.0407183320
2,28,10,0.0415027910
2,28,10,0.0408198650
2,28,10,0.0408414610
2,28,10,0.0413442150
2,28,20,0.0401279700
2,28,20,0.0395738460
2,28,20,0.0398730450
2,28,20,0.0402269520
2,28,20,0.0390924240
2,29,10,0.0430611030
2,29,10,0.0428131690
2,29,10,0.0429952300
2,29,10,0.0440143090
2,29,10,0.0425437620
2,29,20,0.0435920990
2,29,20,0.0433168530
2,29,20,0.0426281920
2,29,20,0.0423883820
2,29,20,0.0437226550
2,30,10,0.0462752230
2,30,10,0.0463556520
2,30,10,0.0461122610
2,30,10,0.0466263690
2,30,10,0.0454154750
2,30,20,0.0465601650
2,30,20,0.0460298690
2,30,20,0.0453445870
2,30,20,0.0459156400
2,30,20,0.0458306750
2,31,10,0.0494521710
2,31,10,0.0502111480
2,31,10,0.0503087730
2,31,10,0.0502286120
2,31,10,0.0505077550
2,31,20,0.0498868500
2,31,20,0.0501776050
2,31,20,0.0500262470
2,31,20,0.0491139490
2,31,20,0.0496915700
