cca,size,density,total_time
5,10,10,3.6881780270
5,10,10,3.4697214460
5,10,10,3.4696302850
5,10,10,3.4793599190
5,10,10,1.0840168540
5,10,10,0.7374566100
5,10,10,0.7373327260
5,10,10,0.7378487800
5,10,10,0.7382873460
5,10,10,0.7374015180
5,10,20,0.7384072850
5,10,20,0.7392642490
5,10,20,0.7392849380
5,10,20,0.7403242060
5,10,20,0.7384910390
5,10,20,0.7388010690
5,10,20,0.3927118850
5,10,20,0.7383698420
5,10,20,0.7407515110
5,10,20,0.7388266740
5,11,10,4.5627648090
5,11,10,4.5618317240
5,11,10,4.5611364040
5,11,10,0.8715497880
5,11,10,0.8727441670
5,11,10,0.8713945850
5,11,10,0.8723951920
5,11,10,0.8726430700
5,11,10,0.8719795350
5,11,10,0.8738762250
5,11,20,0.8727557680
5,11,20,0.8729519510
5,11,20,0.8722863820
5,11,20,0.8722740680
5,11,20,0.8730122950
5,11,20,0.8717822870
5,11,20,0.4569277700
5,11,20,0.8714012710
5,11,20,0.8723236100
5,11,20,0.8714001580
5,12,10,1.0235099220
5,12,10,1.0226443600
5,12,10,1.0228198080
5,12,10,1.0228273140
5,12,10,1.0227944030
5,12,10,1.0227388550
5,12,10,1.0232532530
5,12,10,1.0221746220
5,12,10,1.0226820070
5,12,10,1.0236392200
5,12,20,1.0231036650
5,12,20,1.0226162140
5,12,20,1.0232323750
5,12,20,1.0226614520
5,12,20,1.0233547840
5,12,20,1.0231170550
5,12,20,0.5288272750
5,12,20,1.0235302820
5,12,20,1.0226333900
5,12,20,1.0219128660
5,13,10,1.1815997230
5,13,10,1.1825164200
5,13,10,1.1825167000
5,13,10,1.1824702230
5,13,10,1.1822930720
5,13,10,1.1824749390
5,13,10,1.1825343050
5,13,10,1.1825032280
5,13,10,1.1830959900
5,13,10,1.1810697380
5,13,20,1.1818010430
5,13,20,1.1812374530
5,13,20,1.1814230550
5,13,20,1.1833115490
5,13,20,1.1904424540
5,13,20,1.1822830870
5,13,20,0.6113734030
5,13,20,1.1812201510
5,13,20,1.1817038210
5,13,20,1.1814053060
5,14,10,9.1867806270
5,14,10,9.1846734410
5,14,10,9.1848844250
5,14,10,1.3563769270
5,14,10,1.3563125130
5,14,10,1.3563547070
5,14,10,1.3704120960
5,14,10,1.3623615140
5,14,10,1.3561933810
5,14,10,1.3566444450
5,14,20,1.3570433910
5,14,20,1.3562333140
5,14,20,1.3566540870
5,14,20,1.3570861390
5,14,20,1.3560719340
5,14,20,1.3565012180
5,14,20,0.6974659620
5,14,20,1.3561218790
5,14,20,1.3562049930
5,14,20,1.3563205350
5,15,10,11.2071691590
5,15,10,11.2071244220
5,15,10,1.5418336820
5,15,10,1.5421958850
5,15,10,1.5427287410
5,15,10,1.5404508640
5,15,10,1.5425044900
5,15,10,1.5430867200
5,15,10,1.5443214710
5,15,10,1.5414112820
5,15,20,1.5426925780
5,15,20,1.5426210460
5,15,20,1.5431927850
5,15,20,1.5421706190
5,15,20,1.5415873570
5,15,20,1.5487582930
5,15,20,0.7907836970
5,15,20,1.5408446280
5,15,20,1.5432855070
5,15,20,1.5420795810
5,16,10,13.5339445210
5,16,10,13.5383042860
5,16,10,1.7389766900
5,16,10,1.7393213900
5,16,10,1.7393787650
5,16,10,1.7391141490
5,16,10,1.7387031890
5,16,10,1.7396574000
5,16,10,1.7383425960
5,16,10,1.7402276600
5,16,20,1.7384503740
5,16,20,1.7391497010
5,16,20,1.7399077650
5,16,20,1.7374013620
5,16,20,1.7384071430
5,16,20,1.7428598030
5,16,20,0.9046627930
5,16,20,1.7391292020
5,16,20,1.7386972110
5,16,20,1.7408190540
5,17,10,1.9541960020
5,17,10,1.9538541970
5,17,10,1.9533729610
5,17,10,1.9550761950
5,17,10,1.9555996240
5,17,10,1.9556278270
5,17,10,1.9538284610
5,17,10,1.9551467760
5,17,10,1.9635180800
5,17,10,1.9625513930
5,17,20,1.9704222460
5,17,20,1.9580711430
5,17,20,1.9529256580
5,17,20,1.9542205370
5,17,20,1.9531259470
5,17,20,1.9546834280
5,17,20,0.9850875230
5,17,20,1.9560976780
5,17,20,1.9556711170
5,17,20,1.9615057790
5,18,10,2.1710356280
5,18,10,1.1054509100
5,18,10,2.1706876050
5,18,10,2.1721717160
5,18,10,2.1721997760
5,18,10,2.1989947270
5,18,10,2.1763646970
5,18,10,2.1782347320
5,18,10,2.1694236180
5,18,10,2.1709772690
5,18,20,2.1691081400
5,18,20,2.1692767360
5,18,20,2.1692002200
5,18,20,2.1691776830
5,18,20,2.1698958040
5,18,20,2.1691132660
5,18,20,1.1043972310
5,18,20,2.1707711020
5,18,20,2.1699851310
5,18,20,2.1695357530
5,19,10,2.6818533840
5,19,10,4.0100657920
5,19,10,2.6815556150
5,19,10,2.6831092630
5,19,10,2.6744169270
5,19,10,2.6804432810
5,19,10,2.6811288560
5,19,10,2.6776669620
5,19,10,2.6808114620
5,19,10,2.6756848870
5,19,20,2.6746623770
5,19,20,2.6949865080
5,19,20,2.6830870070
5,19,20,2.6777532370
5,19,20,2.6793331940
5,19,20,2.6793026580
5,19,20,1.3352700980
5,19,20,2.6779196040
5,19,20,2.6802588180
5,19,20,2.6830081310
5,20,10,2.6524806940
5,20,10,1.3465727310
5,20,10,2.6510518960
5,20,10,2.6523080560
5,20,10,2.6514770980
5,20,10,2.6521794540
5,20,10,2.6519227440
5,20,10,2.6523034670
5,20,10,2.6524860140
5,20,10,2.6520151030
5,20,20,2.6519763750
5,20,20,2.6520717580
5,20,20,2.6535379570
5,20,20,2.6534845840
5,20,20,2.6530405000
5,20,20,2.6513223990
5,20,20,1.3470751300
5,20,20,2.6516476370
5,20,20,2.6644277240
5,20,20,2.6514603660
5,21,10,2.9070101580
5,21,10,2.9067013150
5,21,10,2.9122649400
5,21,10,2.9078233350
5,21,10,2.9066121820
5,21,10,2.9070291650
5,21,10,2.9064609980
5,21,10,2.9076895010
5,21,10,2.9062543420
5,21,10,2.9065093650
5,21,20,2.9075539200
5,21,20,2.9064873470
5,21,20,2.9061910840
5,21,20,2.9063480190
5,21,20,2.9061344380
5,21,20,2.9069468500
5,21,20,1.4934687430
5,21,20,2.9072212940
5,21,20,2.9104553420
5,21,20,2.9075082180
5,22,10,3.1828677430
5,22,10,1.6233253700
5,22,10,3.1834692930
5,22,10,3.1824093500
5,22,10,3.1821674470
5,22,10,3.1826821770
5,22,10,3.1826888550
5,22,10,3.1845165250
5,22,10,3.1825531360
5,22,10,3.1834670770
5,22,20,3.1820642660
5,22,20,3.1885984450
5,22,20,3.1837092050
5,22,20,3.1846309290
5,22,20,3.1829833550
5,22,20,3.1822357520
5,22,20,1.6211410450
5,22,20,3.1838813300
5,22,20,3.1826716590
5,22,20,3.1832285070
5,23,10,1.7591171110
5,23,10,5.1849417540
5,23,10,3.4719730720
5,23,10,3.4714048850
5,23,10,3.4700972070
5,23,10,3.4713640150
5,23,10,3.4724047260
5,23,10,3.4709725230
5,23,10,3.4704264170
5,23,10,3.4713579420
5,23,20,3.4712543100
5,23,20,3.4711457450
5,23,20,3.4714042030
5,23,20,3.4724736550
5,23,20,3.4803868060
5,23,20,3.4719140290
5,23,20,1.7598208130
5,23,20,3.4708124830
5,23,20,3.4712122810
5,23,20,3.4715679190
5,24,10,3.7764086270
5,24,10,1.9101368020
5,24,10,3.7748174310
5,24,10,3.7749672200
5,24,10,3.7749070510
5,24,10,3.7749134210
5,24,10,3.7753373450
5,24,10,3.7766877680
5,24,10,3.7751745780
5,24,10,3.7761953420
5,24,20,3.7768831490
5,24,20,3.7780683870
5,24,20,3.7746891090
5,24,20,3.7760184230
5,24,20,3.7756543730
5,24,20,3.7754257410
5,24,20,1.9108495410
5,24,20,3.7755267070
5,24,20,3.7743866100
5,24,20,3.7740589910
5,25,10,4.0839098510
5,25,10,4.0832945130
5,25,10,4.0833352680
5,25,10,4.0832622970
5,25,10,4.0833137400
5,25,10,4.0845570420
5,25,10,4.0925646870
5,25,10,4.0902195660
5,25,10,4.0842983790
5,25,10,4.0833816570
5,25,20,4.0849277860
5,25,20,4.0838517540
5,25,20,4.0832376180
5,25,20,4.0833804870
5,25,20,4.0840778960
5,25,20,4.0831393380
5,25,20,2.0655587970
5,25,20,4.0836429350
5,25,20,4.0844209240
5,25,20,4.0849978780
5,26,10,4.4125652330
5,26,10,2.2194975210
5,26,10,4.4136828040
5,26,10,4.4118478700
5,26,10,4.4115346420
5,26,10,4.4127505590
5,26,10,4.4135330060
5,26,10,4.4119116800
5,26,10,4.4118885360
5,26,10,4.4168566130
5,26,20,4.4076653010
5,26,20,4.4149303220
5,26,20,4.4126462010
5,26,20,4.4110887240
5,26,20,4.4145398380
5,26,20,4.4203539290
5,26,20,2.2194131670
5,26,20,4.4128100670
5,26,20,4.4128338410
5,26,20,4.4133925000
5,27,10,2.3780136530
5,27,10,4.7531327810
5,27,10,4.7536086760
5,27,10,4.7534612980
5,27,10,4.7527305070
5,27,10,4.7537038420
5,27,10,4.7548168990
5,27,10,4.7539643980
5,27,10,4.7553376130
5,27,10,4.7535873440
5,27,20,4.7535243530
5,27,20,4.7541072130
5,27,20,4.7528423310
5,27,20,4.7546964610
5,27,20,4.7548364440
5,27,20,4.7533499760
5,27,20,2.3810154090
5,27,20,4.7578053860
5,27,20,4.7566844950
5,27,20,4.7539640850
5,28,10,5.0887133690
5,28,10,2.5604748170
5,28,10,5.0948048390
5,28,10,5.0860559420
5,28,10,5.0860859200
5,28,10,5.0869230920
5,28,10,5.0862284290
5,28,10,5.0870275660
5,28,10,5.0856665110
5,28,10,5.0860694670
5,28,20,5.0858073230
5,28,20,5.0871734140
5,28,20,5.0853251620
5,28,20,5.0870048190
5,28,20,5.0880203580
5,28,20,5.0869595690
5,28,20,2.5601688210
5,28,20,5.0862797390
5,28,20,5.0862496650
5,28,20,5.0873730470
5,29,10,5.4513346230
5,29,10,5.4525412510
5,29,10,5.4511261830
5,29,10,5.4591438760
5,29,10,5.4632790670
5,29,10,5.4532954470
5,29,10,5.4760636020
5,29,10,5.4511129530
5,29,10,5.4525127460
5,29,10,5.4511295100
5,29,20,5.4511474590
5,29,20,5.4535167400
5,29,20,5.4510686460
5,29,20,5.4513576940
5,29,20,5.4515460190
5,29,20,5.4510664000
5,29,20,2.7506449620
5,29,20,5.4556157460
5,29,20,5.4572943960
5,29,20,5.4526795620
5,30,10,5.8287741130
5,30,10,2.9557331040
5,30,10,5.8887142340
5,30,10,5.8237622950
5,30,10,5.8250449890
5,30,10,5.8248401330
5,30,10,5.8228666940
5,30,10,5.8232801070
5,30,10,5.8337319930
5,30,10,5.8240184860
5,30,20,5.8307630120
5,30,20,5.8229496840
5,30,20,5.8267210580
5,30,20,5.8235585860
5,30,20,5.8310827120
5,30,20,5.8237215940
5,30,20,2.9255640470
5,30,20,5.8235881460
5,30,20,5.8352234540
5,30,20,5.8239003650
5,31,10,3.1178064410
5,31,10,3.1230631110
5,31,10,3.1174046930
5,31,10,3.1203171550
5,31,10,3.1243585400
5,31,10,3.1114990230
5,31,10,3.1271202610
5,31,10,3.1171600320
5,31,10,3.1286668280
5,31,10,3.1175966390
5,31,20,3.1298752620
5,31,20,3.1174596010
5,31,20,3.1164435510
5,31,20,3.1194585580
5,31,20,3.1239562680
5,31,20,3.1097961160
5,31,20,3.1176920010
5,31,20,3.1277078780
5,31,20,3.1306753720
5,31,20,3.1171397120
5,32,10,3.3415482810
5,32,10,3.3217716000
5,32,10,3.3284568060
5,32,10,3.3213900590
5,32,10,3.3213688890
5,32,10,3.3217338750
5,32,10,3.3209691850
5,32,10,3.3286504910
5,32,10,3.3222498230
5,32,10,3.3211670210
5,32,20,3.3219871760
5,32,20,3.3211713430
5,32,20,3.3211180270
5,32,20,3.3227240850
5,32,20,3.3240344720
5,32,20,3.3215028870
5,32,20,3.3221964170
5,32,20,3.3225476460
5,32,20,3.3231509400
5,32,20,3.3216683090
