cca,size,total_time
9,19,0.003266956657
9,19,0.004087623209
9,19,0.002587635070
9,19,0.001733172685
9,19,0.003336966038
9,19,0.002310831100
9,19,0.000420074910
9,19,0.003553267568
9,19,0.003685649484
9,19,0.003702551126
9,19,0.003609772772
9,19,0.003472652286
9,19,0.003864735365
9,19,0.004005029798
9,19,0.004291944206
9,19,0.002396568656
9,19,0.004031408578
9,19,0.002696745098
9,19,0.004480533302
9,20,0.005483891815
9,20,0.004493735731
9,20,0.003854535520
9,20,0.004886209965
9,21,0.006068516523
9,21,0.005911510438
9,21,0.003981705755
9,21,0.004834227264
9,21,0.004644349217
9,21,0.005536869168
9,21,0.013242926449
9,21,0.002417132258
9,20,0.000546149909
9,20,0.005180139095
9,20,0.005127821118
9,20,0.004942465574
9,20,0.011725306511
9,20,0.006799761206
9,20,0.004609957337
9,20,0.000531293452
9,20,0.000427342951
9,20,0.002439137548
9,20,0.003196839243
9,20,0.004802007228
9,20,0.002138905227
9,20,0.003679230809
9,20,0.004173811525
9,20,0.003985382617
9,21,0.003276184201
9,21,0.005193643272
9,21,0.004915069789
9,21,0.005111131817
9,21,0.004783302546
9,21,0.002521470189
9,21,0.003270726651
9,21,0.004548761994
9,20,0.004850417376
9,20,0.004100851715
9,20,0.001754239202
9,20,0.002499755472
9,19,0.002458065748
9,19,0.003823082894
9,19,0.002330929041
9,19,0.003381092101
9,19,0.003775469959
9,19,0.002463478595
9,19,0.002319633961
9,19,0.002070181072
9,19,0.003394793719
9,19,0.003158811480
9,19,0.003167621791
9,19,0.002251587808
9,20,0.004935007542
9,20,0.005226239562
9,20,0.000433243811
9,20,0.004225857556
9,21,0.006515342742
9,21,0.005893617868
9,21,0.003264196217
9,21,0.005337517709
9,21,0.005975123495
9,21,0.004373941571
9,21,0.011720612645
9,21,0.004926241934
9,20,0.004872769117
9,20,0.003768872470
9,20,0.004343885928
9,20,0.004391383380
9,20,0.006053287536
9,20,0.002817805856
9,20,0.003826007247
9,20,0.002930708230
9,20,0.004975516349
9,20,0.004920423031
9,20,0.003989558667
9,20,0.004700880498
9,19,0.002394843847
9,19,0.003868758678
9,19,0.002995796502
9,19,0.003569234163
9,19,0.003855690360
9,19,0.003156594932
9,19,0.003365274519
9,19,0.002359643579
9,19,0.004115667194
9,19,0.003524065018
9,19,0.002235859632
9,19,0.001869224012
9,19,0.002455309033
9,19,0.002370540053
9,19,0.002563521266
9,19,0.003132611513
9,19,0.003838997334
9,19,0.003425393254
9,19,0.001882441342
9,19,0.002797160298
9,19,0.002558242530
9,19,0.003748774529
9,19,0.001884616911
9,19,0.002945821732
9,19,0.003948904574
9,19,0.002973146737
9,19,0.003743447363
9,19,0.003742232919
9,19,0.003820281476
9,19,0.000419367105
9,19,0.003935463727
9,19,0.001853693277
