cca,size,density,mxv_time
1,10,10,0.0038040814
1,10,10,0.0031179852
1,10,10,0.0026223858
1,10,10,0.0048365230
1,10,10,0.0047610682
1,10,20,0.0045902370
1,10,20,0.0045175545
1,10,20,0.0022138190
1,10,20,0.0022012570
1,10,20,0.0043978650
1,11,10,0.0025973475
1,11,10,0.0025931055
1,11,10,0.0025962479
1,11,10,0.0025922705
1,11,10,0.0051528057
1,11,20,0.0026285610
1,11,20,0.0026491930
1,11,20,0.0026380650
1,11,20,0.0026538060
1,11,20,0.0026545240
1,12,10,0.0030898480
1,12,10,0.0031020890
1,12,10,0.0030772780
1,12,10,0.0030859170
1,12,10,0.0031003270
1,12,20,0.0031201540
1,12,20,0.0031025880
1,12,20,0.0031016545
1,12,20,0.0030957060
1,12,20,0.0030391470
1,13,10,0.0035861845
1,13,10,0.0035666640
1,13,10,0.0035750000
1,13,10,0.0035958725
1,13,10,0.0035920820
1,13,20,0.0035957960
1,13,20,0.0036144110
1,13,20,0.0035857755
1,13,20,0.0036087200
1,13,20,0.0035731290
1,14,10,0.0041146755
1,14,10,0.0041102755
1,14,10,0.0040844350
1,14,10,0.0041039360
1,14,10,0.0041172990
1,14,20,0.0041213270
1,14,20,0.0040974370
1,14,20,0.0041040830
1,14,20,0.0041044735
1,14,20,0.0041545530
1,15,10,0.0048123681
1,15,10,0.0095293218
1,15,10,0.0095278687
1,15,10,0.0048125480
1,15,10,0.0048867510
1,15,20,0.0048851240
1,15,20,0.0049008085
1,15,20,0.0048861530
1,15,20,0.0049529690
1,15,20,0.0048776800
1,16,10,0.0057464915
1,16,10,0.0057314150
1,16,10,0.0056825610
1,16,10,0.0057099680
1,16,10,0.0057769705
1,16,20,0.0057418510
1,16,20,0.0057439800
1,16,20,0.0057174630
1,16,20,0.0057423875
1,16,20,0.0056615330
1,17,10,0.0062007530
1,17,10,0.0062095060
1,17,10,0.0062032820
1,17,10,0.0061021160
1,17,10,0.0062109625
1,17,20,0.0062251405
1,17,20,0.0061809610
1,17,20,0.0061998570
1,17,20,0.0062191345
1,17,20,0.0062306455
1,18,10,0.0069675260
1,18,10,0.0070463900
1,18,10,0.0070176725
1,18,10,0.0070317873
1,18,10,0.0070069280
1,18,20,0.0070380400
1,18,20,0.0070752950
1,18,20,0.0070298795
1,18,20,0.0069430287
1,18,20,0.0070580375
1,19,10,0.0060897178
1,19,10,0.0056274940
1,19,10,0.0113024568
1,19,10,0.0058910590
1,19,10,0.0059158735
1,19,20,0.0058377600
1,19,20,0.0059643735
1,19,20,0.0058855850
1,19,20,0.0058624010
1,19,20,0.0060384620
1,20,10,0.0065800230
1,20,10,0.0064789965
1,20,10,0.0064156320
1,20,10,0.0065725710
1,20,10,0.0064419605
1,20,20,0.0065097560
1,20,20,0.0064463420
1,20,20,0.0065636790
1,20,20,0.0063643210
1,20,20,0.0064477750
1,21,10,0.0072451095
1,21,10,0.0071887310
1,21,10,0.0070846760
1,21,10,0.0071251170
1,21,10,0.0070708440
1,21,20,0.0071242185
1,21,20,0.0071120843
1,21,20,0.0070620530
1,21,20,0.0073732150
1,21,20,0.0070346390
1,22,10,0.0080205955
1,22,10,0.0078087235
1,22,10,0.0078037580
1,22,10,0.0077590995
1,22,10,0.0077023370
1,22,20,0.0076741380
1,22,20,0.0077580010
1,22,20,0.0076536630
1,22,20,0.0076860245
1,22,20,0.0077743695
1,23,10,0.0157784474
1,23,10,0.0085128600
1,23,10,0.0084560567
1,23,10,0.0084846125
1,23,10,0.0084880685
1,23,20,0.0083239418
1,23,20,0.0085259425
1,23,20,0.0083441685
1,23,20,0.0085666595
1,23,20,0.0083676240
1,24,10,0.0093493158
1,24,10,0.0094220210
1,24,10,0.0092580910
1,24,10,0.0092095750
1,24,10,0.0092478065
1,24,20,0.0091696612
1,24,20,0.0091266635
1,24,20,0.0091282860
1,24,20,0.0091019280
1,24,20,0.0092461758
1,25,10,0.0100408363
1,25,10,0.0097227250
1,25,10,0.0100395335
1,25,10,0.0096866470
1,25,10,0.0099382140
1,25,20,0.0098418900
1,25,20,0.0099349805
1,25,20,0.0099272565
1,25,20,0.0098536140
1,25,20,0.0098794325
1,26,10,0.0107964720
1,26,10,0.0106517275
1,26,10,0.0105565060
1,26,10,0.0106892977
1,26,10,0.0108572835
1,26,20,0.0108052092
1,26,20,0.0108753540
1,26,20,0.0107025875
1,26,20,0.0105898000
1,26,20,0.0108868663
1,27,10,0.0216917137
1,27,10,0.0117628645
1,27,10,0.0118638425
1,27,10,0.0118186040
1,27,10,0.0119045180
1,27,20,0.0119720115
1,27,20,0.0119172025
1,27,20,0.0118259515
1,27,20,0.0117610385
1,27,20,0.0116327233
1,28,10,0.0126873090
1,28,10,0.0126321615
1,28,10,0.0125346950
1,28,10,0.0126328598
1,28,10,0.0126724705
1,28,20,0.0124029835
1,28,20,0.0122300615
1,28,20,0.0123114025
1,28,20,0.0124643170
1,28,20,0.0121999173
1,29,10,0.0132478585
1,29,10,0.0131118335
1,29,10,0.0135122145
1,29,10,0.0133619645
1,29,10,0.0134508940
1,29,20,0.0136292580
1,29,20,0.0133094360
1,29,20,0.0135032925
1,29,20,0.0134526760
1,29,20,0.0131951100
1,30,10,0.0144476690
1,30,10,0.0146401565
1,30,10,0.0142992855
1,30,10,0.0142132110
1,30,10,0.0142926635
1,30,20,0.0143662645
1,30,20,0.0142680630
1,30,20,0.0144296870
1,30,20,0.0141316950
1,30,20,0.0143654985
1,31,10,0.0152166050
1,31,10,0.0153067290
1,31,10,0.0153646635
1,31,10,0.0154635860
1,31,10,0.0150915100
1,31,20,0.0153553130
1,31,20,0.0153072810
1,31,20,0.0153148852
1,31,20,0.0152944220
1,31,20,0.0152129475
