cca,size,density,mxv_time
6,28,10,0.0041384650
6,28,10,0.0042809290
6,28,20,0.0041306630
6,28,20,0.0041309410
6,28,20,0.0041370910
6,28,20,0.0042505890
6,28,20,0.0041341220
6,29,10,0.0044763020
6,29,10,0.0044777580
6,29,10,0.0044777410
6,29,10,0.0044733690
6,29,10,0.0044822440
6,29,20,0.0044711390
6,29,20,0.0044738430
6,29,20,0.0044779630
6,29,20,0.0044820480
6,29,20,0.0044711040
6,30,10,0.0048926060
6,30,10,0.0048831900
6,30,10,0.0048877640
6,30,10,0.0048835830
6,30,10,0.0048923050
6,30,20,0.0048839810
6,30,20,0.0048926320
6,30,20,0.0048889220
6,30,20,0.0048852790
6,30,20,0.0048867730
6,31,10,0.0026184413
6,31,10,0.0052525420
6,31,10,0.0052570290
6,31,10,0.0052481700
6,31,10,0.0052479090
6,31,20,0.0052409050
6,31,20,0.0052443420
6,31,20,0.0052605660
6,31,20,0.0052487570
6,31,20,0.0050034740
