cca,size,density,total_time
4,28,20,5.2281199440
4,28,20,5.2316174810
4,28,20,5.2155392730
4,28,20,5.2104264500
4,28,20,5.2316805330
4,28,20,5.2203654660
4,29,10,5.5801296610
4,29,10,5.5826977230
4,29,10,5.5897696590
4,29,10,5.5799542240
4,29,10,5.5793714680
4,29,10,5.5986741660
4,29,10,5.5782632310
4,29,10,5.5780463510
4,29,10,5.5771904260
4,29,10,5.6018187650
4,29,20,5.5773875850
4,29,20,5.5801690350
4,29,20,5.5867224000
4,29,20,5.5763090980
4,29,20,5.5771301090
4,29,20,5.5778150100
4,29,20,2.7836554260
4,29,20,5.5826511800
4,29,20,5.5774716250
4,29,20,5.5792640010
4,30,10,5.9507914780
4,30,10,5.9524932990
4,30,10,5.9494314370
4,30,10,5.9509125620
4,30,10,5.9532438580
4,30,10,5.9513954660
4,30,10,5.9524675740
4,30,10,5.9495897330
4,30,10,5.9525648820
4,30,10,5.9551104790
4,30,20,5.9514944210
4,30,20,5.9493151140
4,30,20,5.9493486440
4,30,20,5.9617531520
4,30,20,5.9529219280
4,30,20,5.9757071720
4,30,20,5.9625589970
4,30,20,5.9520795850
4,30,20,5.9525078000
4,30,20,5.9471342710
4,31,10,6.3455335700
4,31,10,3.1607782640
4,31,10,3.1594782150
4,31,10,3.1651909280
4,31,10,3.1706743970
4,31,10,3.1698706730
4,31,10,3.1634240430
4,31,10,3.1604632830
4,31,10,3.1596281120
4,31,10,3.1603399410
4,31,20,3.1601394660
4,31,20,3.1630577920
4,31,20,3.1595802860
4,31,20,3.1605028050
4,31,20,3.1607053690
4,31,20,3.1593647090
4,31,20,3.1598829980
4,31,20,3.1590289030
4,31,20,3.1591246730
4,31,20,3.1597398880
4,32,10,3.3522524580
4,32,10,6.7440493910
4,32,10,6.7663095720
4,32,10,6.7422272940
4,32,10,6.7448216950
4,32,10,3.3517614450
4,32,10,3.3525281130
4,32,10,3.3515434470
4,32,10,3.3507423890
4,32,10,3.3515074870
4,32,20,3.3520771530
4,32,20,3.3509997390
4,32,20,3.3523599290
4,32,20,3.3513289080
4,32,20,3.3517382970
4,32,20,3.3530188470
4,32,20,3.3519353150
4,32,20,3.3547861420
4,32,20,3.3535272960
4,32,20,3.3524392350
