cca,size,density,total_time
8,20,20,0.1399458670
8,20,20,0.1366189940
8,20,20,0.0819691810
8,20,20,0.1364801410
8,20,20,0.1365205990
8,20,20,0.1364649790
8,21,10,0.1437351960
8,21,10,0.1440952410
8,21,10,0.1440154650
8,21,10,0.1439383400
8,21,10,0.1438860880
8,21,10,0.1437187140
8,21,10,0.1437197820
8,21,10,0.1441184920
8,21,10,0.1440046520
8,21,10,0.1438766170
8,21,20,0.1437265670
8,21,20,0.1438707590
8,21,20,0.1439968370
8,21,20,0.1439069340
8,21,20,0.1437268150
8,21,20,0.1437256030
8,21,20,0.0843813760
8,21,20,0.1437606290
8,21,20,0.2185481140
8,21,20,0.2215853360
8,22,10,0.2008921770
8,22,10,0.1167926730
8,22,10,0.2007503650
8,22,10,0.1506607170
8,22,10,0.1505676450
8,22,10,0.1505534320
8,22,10,0.1505527240
8,22,10,0.1505653670
8,22,10,0.1507984930
8,22,10,0.1507133190
8,22,20,0.1505881790
8,22,20,0.1506901790
8,22,20,0.1505643580
8,22,20,0.1507858110
8,22,20,0.1508524430
8,22,20,0.1505752930
8,22,20,0.0876332180
8,22,20,0.1508268020
8,22,20,0.1505547250
8,22,20,0.1507391190
8,23,10,0.0918324430
8,23,10,0.2231479090
8,23,10,0.1570300350
8,23,10,0.1565113470
8,23,10,0.1572984500
8,23,10,0.1571780060
8,23,10,0.1570257210
8,23,10,0.1568296080
8,23,10,0.1570980560
8,23,10,0.1569918420
8,23,20,0.1571202940
8,23,20,0.1569169500
8,23,20,0.1568713900
8,23,20,0.1569858510
8,23,20,0.1568417910
8,23,20,0.1570316660
8,23,20,0.0917646950
8,23,20,0.1568264530
8,23,20,0.1568293390
8,23,20,0.1572190430
8,24,10,0.1644470440
8,24,10,0.0950465210
8,24,10,0.1646744540
8,24,10,0.1644813850
8,24,10,0.1644567440
8,24,10,0.1645847380
8,24,10,0.1647882060
8,24,10,0.1644380010
8,24,10,0.1644514950
8,24,10,0.1647261690
8,24,20,0.1644486140
8,24,20,0.1645729740
8,24,20,0.1645216150
8,24,20,0.1645019730
8,24,20,0.1646236550
8,24,20,0.1644316200
8,24,20,0.0948947550
8,24,20,0.1646289990
8,24,20,0.1644543100
8,24,20,0.1644669730
8,25,10,0.1716234780
8,25,10,0.1712903170
8,25,10,0.1714675660
8,25,10,0.1718399590
8,25,10,0.1713381770
8,25,10,0.1712709560
8,25,10,0.1714053900
8,25,10,0.1714071870
8,25,10,0.1712230860
8,25,10,0.1715050930
8,25,20,0.1712341950
8,25,20,0.1712251660
8,25,20,0.1714189480
8,25,20,0.1712695140
8,25,20,0.1712662830
8,25,20,0.1712648840
8,25,20,0.0984780330
8,25,20,0.1715975760
8,25,20,0.1714772850
8,25,20,0.1716623120
8,26,10,0.1781006020
8,26,10,0.1016244830
8,26,10,0.1783934010
8,26,10,0.1782767030
8,26,10,0.1781139940
8,26,10,0.1781140280
8,26,10,0.1783375790
8,26,10,0.1783740160
8,26,10,0.1781457600
8,26,10,0.1784234680
8,26,20,0.1781248000
8,26,20,0.1782430760
8,26,20,0.1785294160
8,26,20,0.1782458510
8,26,20,0.1781365460
8,26,20,0.1782870070
8,26,20,0.1016358210
8,26,20,0.1786405680
8,26,20,0.1785092530
8,26,20,0.1784160430
8,27,10,0.1054010730
8,27,10,0.1855712950
8,27,10,0.1850592140
8,27,10,0.1862055560
8,27,10,0.1848826130
8,27,10,0.1870565380
8,27,10,0.1850068650
8,27,10,0.1847669070
8,27,10,0.1853012500
8,27,10,0.1845654250
8,27,20,0.1848226470
8,27,20,0.1844447210
8,27,20,0.1854256180
8,27,20,0.1844462440
8,27,20,0.1848230830
8,27,20,0.1845027900
8,27,20,0.1053077060
8,27,20,0.1866668750
8,27,20,0.1855368910
8,27,20,0.1843940770
8,28,10,0.1915864560
8,28,10,0.1090614470
8,28,10,0.1921204030
8,28,10,0.1914359830
8,28,10,0.1920997920
8,28,10,0.1915681090
8,28,10,0.1923710030
8,28,10,0.1917181430
8,28,10,0.1920851580
8,28,10,0.1914406790
8,28,20,0.1921090120
8,28,20,0.1915655330
8,28,20,0.1921127890
8,28,20,0.1915338070
8,28,20,0.1915146000
8,28,20,0.1918060890
8,28,20,0.1091368530
