cca,size,density,total_time
1,18,10,5.4343154690
1,18,20,5.4174984330
1,18,20,5.4099003850
1,18,20,5.4619311970
1,18,20,5.4386276660
1,18,20,5.4181768210
1,18,20,5.4325788760
1,18,20,5.4092602300
1,18,20,5.3967483660
1,18,20,5.4061425110
1,18,20,5.4339099620
1,19,10,6.1129762290
1,19,10,6.1257102510
1,19,10,6.1252122460
1,19,10,6.1626935040
1,19,10,6.0993342120
1,19,10,6.1165614440
1,19,10,6.1512646060
1,19,10,6.1362463700
1,19,10,6.1115922930
1,19,10,6.1460036190
1,19,20,6.0028810540
1,19,20,6.1208718770
1,19,20,6.0875494930
1,19,20,6.0952435620
1,19,20,6.0175196820
1,19,20,6.0749581480
1,19,20,6.1047929540
1,19,20,6.0951403060
1,19,20,6.0066570170
1,19,20,6.0953513070
1,20,10,6.6122008530
1,20,10,6.6889879710
1,20,10,6.7351967020
1,20,10,6.7675408440
1,20,10,6.7433759770
1,20,10,6.7012838670
1,20,10,6.7044605840
1,20,10,6.6833701160
1,20,10,6.7078843070
1,20,10,6.6539451280
1,20,20,6.7529329220
1,20,20,6.6024994950
1,20,20,6.6832029020
1,20,20,6.5778841750
1,20,20,6.6667999460
1,20,20,6.6100908020
1,20,20,6.6828459920
1,20,20,6.6086477730
1,20,20,6.6660544730
1,20,20,6.6019541670
1,21,10,7.2342964260
1,21,10,7.1610298520
1,21,10,7.2594505900
1,21,10,7.1620161330
1,21,10,7.1653231080
1,21,10,7.2070667710
1,21,10,7.1380502440
1,21,10,7.1544952050
1,21,10,7.1376191510
1,21,10,7.2396103200
1,21,20,7.1528893020
1,21,20,7.1278241680
1,21,20,7.1841960560
1,21,20,7.1212351920
1,21,20,7.1594172300
1,21,20,7.4188669020
1,21,20,7.1829077840
1,21,20,7.1553847200
1,21,20,7.0411536830
1,21,20,7.1806080240
1,22,10,8.0120289180
1,22,10,8.0387407080
1,22,10,8.1727246120
1,22,10,8.1461748020
1,22,10,8.0994108030
1,22,10,8.0990072890
1,22,10,7.9983584660
1,22,10,8.0914069570
1,22,10,8.0354798030
1,22,10,8.1150661490
1,22,20,8.0427278840
1,22,20,8.0264845780
1,22,20,8.0695908770
1,22,20,8.0141555860
1,22,20,8.0578634150
1,22,20,8.0453316210
1,22,20,7.9569217350
1,22,20,8.0029800680
1,22,20,7.9611128770
1,22,20,8.0324227620
1,23,10,8.8560123120
1,23,10,8.9265890050
1,23,10,8.7698348750
1,23,10,8.7860694140
1,23,10,8.7840200840
1,23,10,8.7922388170
1,23,10,8.8067697280
1,23,10,8.9400830490
1,23,10,8.7836419260
1,23,10,8.6551147630
1,23,20,8.7962871470
1,23,20,8.7587497440
1,23,20,8.7400579530
1,23,20,8.6715037690
1,23,20,8.6672981730
1,23,20,8.6245136810
1,23,20,8.7406646050
1,23,20,8.5944213190
1,23,20,8.7197018660
1,23,20,8.5695960510
1,24,10,9.3655445130
1,24,10,9.4011381770
1,24,10,9.4110008790
1,24,10,9.3996121060
1,24,10,9.4318466930
1,24,10,9.4314837810
1,24,10,9.3343328490
1,24,10,9.4978595450
1,24,10,9.3401445210
1,24,10,9.2118351980
1,24,20,9.1323409890
1,24,20,9.0167905020
1,24,20,9.1386695530
1,24,20,9.0598385270
1,24,20,9.1573723990
1,24,20,9.0136876170
1,24,20,9.1672954520
1,24,20,8.9767835620
1,24,20,9.0681620490
1,24,20,8.9770971620
1,25,10,9.8157080930
1,25,10,9.9666255250
1,25,10,10.1706899770
1,25,10,10.0192477160
1,25,10,9.9025874900
1,25,10,9.8975777190
1,25,10,10.0060889840
1,25,10,9.8974590470
1,25,10,9.9610646600
1,25,10,9.8044041340
1,25,20,9.7845815860
1,25,20,9.7480886060
1,25,20,9.7407013890
1,25,20,9.7579003080
1,25,20,9.7822657970
1,25,20,9.8023389070
1,25,20,9.8059053610
1,25,20,9.7580458670
1,25,20,9.7353965710
1,25,20,9.8060425100
1,26,10,11.0211502500
1,26,10,10.9317997240
1,26,10,10.9834443800
1,26,10,11.0291120100
1,26,10,11.0046404110
1,26,10,11.0729960610
1,26,10,11.0864676200
1,26,10,11.0751668200
1,26,10,11.0226496540
1,26,10,11.0583135160
1,26,20,10.9570025430
1,26,20,10.9209263720
1,26,20,10.8145790880
1,26,20,10.9776813000
1,26,20,10.9103233620
1,26,20,11.0566776040
1,26,20,11.0769467630
1,26,20,11.0760515680
1,26,20,11.0142959420
1,26,20,10.9480342580
1,27,10,11.8398480400
1,27,10,11.8510611110
1,27,10,11.9197418910
1,27,10,11.9219269450
1,27,10,11.8670841250
1,27,10,12.1284473470
1,27,10,11.9100738090
1,27,10,11.9197732660
1,27,10,11.8993552150
1,27,10,11.9701323490
1,27,20,11.8768672320
1,27,20,11.9179518450
1,27,20,11.8354379360
1,27,20,11.8747647900
1,27,20,11.8834510620
1,27,20,11.7505229730
1,27,20,11.8413475910
1,27,20,11.8630882570
1,27,20,11.9037621570
1,27,20,11.7344416390
1,28,10,12.7809464670
1,28,10,12.9145130500
1,28,10,12.7959638250
1,28,10,12.8125991630
1,28,10,12.8630942390
1,28,10,12.7697335370
1,28,10,12.7474501360
1,28,10,12.7861017740
1,28,10,12.7572179810
1,28,10,12.7176707560
1,28,20,12.6496999250
1,28,20,12.7444244180
1,28,20,12.7423055700
1,28,20,12.7708045010
1,28,20,12.7696049200
1,28,20,12.7785916710
1,28,20,12.5794897510
1,28,20,12.5887263550
1,28,20,12.7418319840
1,28,20,12.5485632460
1,29,10,13.4305292280
1,29,10,13.4237999140
1,29,10,13.4609296650
1,29,10,13.4004535720
1,29,10,13.5020488590
1,29,10,13.4036877560
1,29,10,13.4405134590
1,29,10,13.3737165890
1,29,10,13.4800245510
1,29,10,13.4205452070
1,29,20,13.4301055380
1,29,20,13.3777123430
1,29,20,13.3951669540
1,29,20,13.4071314140
1,29,20,13.3898514360
1,29,20,13.3308227030
1,29,20,13.1842392880
1,29,20,13.3587523010
1,29,20,13.3649847670
1,29,20,13.4964759190
1,30,10,14.2978580250
1,30,10,14.5085015600
1,30,10,14.6241105580
1,30,10,14.6389019740
1,30,10,14.5785813380
1,30,10,14.5845224750
1,30,10,14.5788154140
1,30,10,14.5366931400
1,30,10,14.5647261940
1,30,10,14.5104401310
1,30,20,14.3866565520
1,30,20,14.4104254480
1,30,20,14.3922639880
1,30,20,14.2806970210
1,30,20,14.3613484990
1,30,20,14.3628352300
1,30,20,14.3312489610
1,30,20,14.3789178880
1,30,20,14.2993699920
1,30,20,14.2793770310
1,31,10,15.6698841230
1,31,10,15.1517665440
1,31,10,15.0066207720
1,31,10,15.0020343360
1,31,10,14.9371431450
1,31,10,14.9180928800
1,31,10,14.9921488630
1,31,10,14.9497364420
1,31,10,15.0227148250
1,31,10,15.1678529010
1,31,20,15.1090191410
1,31,20,15.0840534250
1,31,20,15.1501761760
1,31,20,15.1753439850
1,31,20,15.1518883410
1,31,20,14.9861480140
1,31,20,15.0210258670
1,31,20,14.9806485320
1,31,20,14.9633156060
1,31,20,14.9942267680
1,32,10,16.2346971520
1,32,10,16.1637307000
1,32,10,16.0982416090
1,32,10,16.0996711510
1,32,10,16.1956880090
1,32,10,16.1984853760
1,32,10,16.1091922280
1,32,10,16.1382213500
1,32,10,16.1472614790
1,32,10,16.0289611740
1,32,20,16.1558040000
1,32,20,16.0692659210
1,32,20,16.0761077110
1,32,20,15.8875321190
1,32,20,15.8115941940
1,32,20,15.8756873370
1,32,20,15.9290424850
1,32,20,15.7347084750
1,32,20,15.5904777190
1,32,20,15.5898403100
20,16.0012918500
