cca,size,density,total_time
3,25,20,4.9638423060
3,25,20,4.9631296090
3,25,20,4.9630647890
3,25,20,4.9630088990
3,25,20,4.9769252540
3,25,20,4.9636423220
3,25,20,4.9646239320
3,25,20,4.9647021630
3,25,20,4.9632853860
3,25,20,4.9647825180
3,26,10,5.3631192260
3,26,10,5.3540501740
3,26,10,5.3540715410
3,26,10,5.3556103990
3,26,10,5.3562410940
3,26,10,5.3553498730
3,26,10,5.3550583700
3,26,10,5.3559153400
3,26,10,5.3557665430
3,26,10,5.3592401280
3,26,20,5.3536927890
3,26,20,5.3557000460
3,26,20,5.3615178920
3,26,20,5.3632780100
3,26,20,5.3629228180
3,26,20,5.3602326640
3,26,20,5.3759292710
3,26,20,5.3632022470
3,26,20,5.3544585140
3,26,20,5.3548661870
3,27,10,5.7477102020
3,27,10,8.6207155450
3,27,10,5.7476253140
3,27,10,8.6189603490
3,27,10,5.7769637480
3,27,10,5.7493611860
3,27,10,5.7484863650
3,27,10,5.7549569600
3,27,10,5.7483780280
3,27,10,5.7588013160
3,27,20,5.7480136870
3,27,20,5.7468638910
3,27,20,5.7478601120
3,27,20,5.7477254380
3,27,20,5.7466515980
3,27,20,5.7472001750
3,27,20,5.7627969250
3,27,20,5.7574681460
3,27,20,5.7472438930
3,27,20,5.7475846660
3,28,10,6.1762117460
3,28,10,6.1756827040
3,28,10,6.1750328760
3,28,10,6.1753588730
3,28,10,6.1771052640
3,28,10,6.1765785670
3,28,10,6.1759372290
3,28,10,6.1764124000
3,28,10,6.1753890500
3,28,10,6.1762214230
3,28,20,6.1748719360
3,28,20,6.1746133500
3,28,20,6.1751478690
3,28,20,6.1752203560
3,28,20,6.3841429710
3,28,20,6.1744053360
3,28,20,6.1894043560
3,28,20,6.1759823380
3,28,20,6.1954306480
3,28,20,6.1753227460
3,29,10,6.6047030280
3,29,10,6.6012633780
3,29,10,6.6035588170
3,29,10,6.6034137800
3,29,10,6.6060028060
3,29,10,6.6088179990
3,29,10,6.6144549300
3,29,10,6.5965333090
3,29,10,6.5979056910
3,29,10,6.5959031150
3,29,20,6.6064859510
3,29,20,6.6173372780
3,29,20,6.5951275860
3,29,20,6.6013820560
3,29,20,6.6140083990
3,29,20,6.5959397510
3,29,20,3.2859788550
3,29,20,6.5966627100
3,29,20,6.5969039980
3,29,20,6.5985205480
3,30,10,7.0477968720
3,30,10,7.0410878220
3,30,10,7.0439864980
3,30,10,7.0424801830
3,30,10,7.0458859750
3,30,10,7.0442090430
3,30,10,7.0434345750
3,30,10,7.0422243970
3,30,10,7.0425526640
3,30,10,7.0417442680
3,30,20,7.0424144680
3,30,20,7.0423615340
3,30,20,7.6421441410
3,30,20,7.0422073230
3,30,20,7.0444556230
3,30,20,7.0586537250
3,30,20,7.0440498570
3,30,20,7.0436667010
3,30,20,7.0412332700
3,30,20,7.0430530370
3,31,10,7.5114031580
3,31,10,3.7396232430
3,31,10,3.7398128680
3,31,10,3.7413224070
3,31,10,3.7399758100
3,31,10,3.7415322850
3,31,10,3.7400808500
3,31,10,3.7396572970
3,31,10,3.7412499440
3,31,10,3.7421359240
3,31,20,3.7413328600
3,31,20,3.7406047040
3,31,20,3.7414632800
3,31,20,3.7399356280
3,31,20,3.7400068850
3,31,20,3.7422832190
3,31,20,3.7539867810
3,31,20,3.7424240580
3,31,20,3.7407919330
3,31,20,3.7439441140
3,32,10,4.0071088600
3,32,10,7.9875727740
3,32,10,7.9837066460
3,32,10,7.9852273710
3,32,10,7.9902178190
3,32,10,4.0073983660
3,32,10,4.0066303770
3,32,10,4.0198000290
3,32,10,4.0068995450
3,32,10,4.0066787000
3,32,20,4.0065413050
3,32,20,4.0064396760
3,32,20,4.0045248120
3,32,20,4.0059409010
3,32,20,4.0056408010
3,32,20,4.0069566580
3,32,20,4.0046705190
3,32,20,3.9744871260
3,32,20,3.9752656300
3,32,20,3.9979924920
