cca,size,total_time
8,21,0.2626370280
8,21,0.2021484210
8,21,0.3208072890
8,21,0.2614123800
8,21,0.1447581000
8,21,0.2022453340
8,21,0.2631293810
8,21,0.2026401620
8,21,0.3206643420
8,21,0.3218586420
8,21,0.3224290200
8,21,0.3219205210
8,21,0.1434417740
8,21,0.2020989970
8,21,0.2038243080
8,21,0.2615779360
8,21,0.2618319470
8,21,0.1440576880
8,21,0.3219154020
8,21,0.2623782160
8,21,0.2621977710
8,21,0.3216968590
8,21,0.2621198140
8,21,0.2030014470
8,21,0.0849396170
8,21,0.2033866670
8,21,0.1428644610
8,21,0.2023124710
8,21,0.1437168650
8,21,0.2020105990
8,21,0.1437177630
8,21,0.1428960120
8,21,0.2026557930
8,21,0.1430244450
8,20,0.1919557850
8,20,0.1925012080
8,20,0.1921537770
8,20,0.1365421010
8,20,0.2483957160
8,20,0.2482719170
8,20,0.2482890990
8,20,0.2483388920
8,20,0.1382889370
8,20,0.1916724850
8,20,0.2479375040
8,20,0.1371576670
8,20,0.3030721430
8,20,0.3602057390
8,20,0.3594502700
8,20,0.3602341440
8,20,0.3597359060
8,20,0.3590166970
8,20,0.3029611640
8,20,0.3030466640
8,20,0.2472648310
8,20,0.1373193020
8,20,0.3596436720
8,20,0.3593748670
8,20,0.2476130880
8,20,0.3596789570
8,20,0.1931435530
8,20,0.1922868070
8,20,0.1380506230
8,20,0.2473985000
8,20,0.3593771140
8,20,0.3598801340
8,21,0.1439661610
8,21,0.2623613130
8,21,0.3810967030
8,21,0.3218764910
8,21,0.1442197860
8,21,0.2626939100
8,21,0.3812386440
8,21,0.3211644460
8,21,0.3224647700
8,21,0.3808945670
8,21,0.3211303710
8,21,0.2637317830
8,21,0.2031380420
8,21,0.3222325350
8,21,0.3809320830
8,21,0.1434307780
8,20,0.1372334570
8,20,0.2473769880
8,20,0.3598974750
8,20,0.3029683870
8,20,0.2475797360
8,20,0.3596427320
8,20,0.3031046740
8,20,0.2473710930
8,20,0.3598802090
8,20,0.1931524900
8,20,0.3595636570
8,20,0.3596368790
8,20,0.1375797740
8,20,0.3138797650
8,20,0.3709652310
8,20,0.3708385280
8,20,0.3137578120
8,20,0.3736049000
8,20,0.2575685090
8,20,0.3139658320
8,20,0.3710350620
8,20,0.1964031730
8,20,0.3595990400
8,20,0.3031934170
8,21,0.1439881520
8,21,0.3225027890
8,21,0.1437631340
8,21,0.3223156440
8,21,0.3799357060
8,21,0.2626778420
8,21,0.3209487580
8,21,0.3213997870
8,21,0.3802098310
8,21,0.3802714450
8,21,0.3802507370
8,21,0.3222563490
8,21,0.3809988770
8,21,0.2625855830
8,21,0.3809021600
8,21,0.3209461720
8,21,0.3806542430
8,21,0.3209144430
8,21,0.4583708930
8,21,0.3633215060
8,20,0.3042226150
8,20,0.0814034200
8,20,0.3593563160
8,20,0.2483752830
8,19,0.3391378930
8,19,0.2339936380
8,19,0.2864069070
8,19,0.3381886800
8,19,0.2869017010
8,19,0.2355293020
8,19,0.2880261790
8,19,0.2876403910
8,19,0.2870705840
8,19,0.2355715790
8,19,0.2357503190
8,19,0.2878601560
8,19,0.2355859570
8,19,0.2890521250
8,19,0.2347790340
8,19,0.2880352540
8,20,0.2484670430
8,20,0.2485252080
8,20,0.0814225520
8,20,0.2649480550
8,20,0.3196017650
8,20,0.3067803340
8,20,0.3038156970
8,20,0.2482530970
8,20,0.3593987070
8,20,0.3037305290
8,20,0.3034467150
8,20,0.3036059520
