cca,size,density,mxv_time
2,24,10,0.0027561460
2,24,10,0.0025589400
2,24,10,0.0027103570
2,24,20,0.0027150635
2,24,20,0.0025653680
2,24,20,0.0026651705
2,24,20,0.0026722120
2,24,20,0.0026711900
2,24,20,0.0026200460
2,24,20,0.0026502625
2,24,20,0.0026846860
2,24,20,0.0026266805
2,24,20,0.0026466530
2,25,10,0.0027710950
2,25,10,0.0029017720
2,25,10,0.0029558895
2,25,10,0.0029136185
2,25,10,0.0029787700
2,25,10,0.0028684675
2,25,10,0.0029055680
2,25,10,0.0029268385
2,25,10,0.0029003995
2,25,10,0.0027667290
2,25,20,0.0027662280
2,25,20,0.0027664660
2,25,20,0.0027735460
2,25,20,0.0027689480
2,25,20,0.0028312305
2,25,20,0.0027662620
2,25,20,0.0027675680
2,25,20,0.0027679440
2,25,20,0.0028789685
2,25,20,0.0027697670
2,26,10,0.0031319595
2,26,10,0.0032268563
2,26,10,0.0032658045
2,26,10,0.0032470287
2,26,10,0.0033030990
2,26,10,0.0032159855
2,26,10,0.0032565723
2,26,10,0.0031738450
2,26,10,0.0032627470
2,26,10,0.0031999885
2,26,20,0.0032179740
2,26,20,0.0031975305
2,26,20,0.0029955650
2,26,20,0.0031293918
2,26,20,0.0030910945
2,26,20,0.0031090480
2,26,20,0.0031658195
2,26,20,0.0030396960
2,26,20,0.0030579615
2,26,20,0.0030873920
2,27,10,0.0034677907
2,27,10,0.0035263065
2,27,10,0.0034730975
2,27,10,0.0034847055
2,27,10,0.0035151955
2,27,10,0.0035197418
2,27,10,0.0035299662
2,27,10,0.0034884765
2,27,10,0.0035437940
2,27,10,0.0035006547
2,27,20,0.0035228730
2,27,20,0.0034941068
2,27,20,0.0035243335
2,27,20,0.0035118248
2,27,20,0.0034666890
2,27,20,0.0035457735
2,27,20,0.0035644465
2,27,20,0.0034830725
2,27,20,0.0033878970
2,27,20,0.0034030755
2,28,10,0.0037014912
2,28,10,0.0037052645
2,28,10,0.0037506315
2,28,10,0.0037992690
2,28,10,0.0037625115
2,28,10,0.0037382252
2,28,10,0.0037299865
2,28,10,0.0037220490
2,28,10,0.0037660130
2,28,10,0.0036725645
2,28,20,0.0036611535
2,28,20,0.0035962638
2,28,20,0.0035511430
2,28,20,0.0035881390
2,28,20,0.0036317757
2,28,20,0.0034979690
2,28,20,0.0036246440
2,28,20,0.0034578180
2,28,20,0.0035982050
2,28,20,0.0035722890
2,29,10,0.0038924600
2,29,10,0.0037048290
2,29,10,0.0039688745
2,29,10,0.0037008560
2,29,10,0.0039691890
2,29,10,0.0037070270
2,29,10,0.0037938952
2,29,10,0.0037016730
2,29,10,0.0037088640
2,29,10,0.0037049810
2,29,20,0.0036963500
2,29,20,0.0037011850
2,29,20,0.0037005370
2,29,20,0.0037002500
2,29,20,0.0037099920
2,29,20,0.0037013570
2,29,20,0.0036950560
2,29,20,0.0037028730
2,29,20,0.0037033890
2,29,20,0.0037043280
2,30,10,0.0041553140
2,30,10,0.0042921775
2,30,10,0.0043581160
2,30,10,0.0043429090
2,30,10,0.0043786860
2,30,10,0.0042953700
2,30,10,0.0043743680
2,30,10,0.0043559545
2,30,10,0.0042956410
2,30,10,0.0042991175
2,30,20,0.0042237858
2,30,20,0.0042014765
2,30,20,0.0041861090
2,30,20,0.0041139415
2,30,20,0.0041970020
2,30,20,0.0040976907
2,30,20,0.0041529360
2,30,20,0.0041470045
2,30,20,0.0039951515
2,30,20,0.0039564250
2,31,10,0.0047140198
2,31,10,0.0044128560
2,31,10,0.0043715375
2,31,10,0.0044323005
2,31,10,0.0044169375
2,31,10,0.0043698270
2,31,10,0.0043560055
2,31,10,0.0043555005
2,31,10,0.0042246040
2,31,10,0.0042165640
2,31,20,0.0042187000
2,31,20,0.0042227920
2,31,20,0.0042181550
2,31,20,0.0042118810
2,31,20,0.0042138080
2,31,20,0.0042159600
2,31,20,0.0042135740
2,31,20,0.0042172100
2,31,20,0.0042124540
2,31,20,0.0042113480
2,32,10,0.0050259363
2,32,10,0.0051286865
2,32,10,0.0049905838
2,32,10,0.0049436585
2,32,10,0.0049369890
2,32,10,0.0047885450
2,32,10,0.0048168110
2,32,10,0.0049082635
2,32,10,0.0048980730
2,32,10,0.0049636090
2,32,20,0.0047844110
2,32,20,0.0048481970
2,32,20,0.0048357095
2,32,20,0.0048695980
2,32,20,0.0048672615
2,32,20,0.0047915630
2,32,20,0.0048832950
2,32,20,0.0048827460
2,32,20,0.0047836570
2,32,20,0.0047869590
