cca,size,density,mxv_time
5,29,10,0.0054442340
5,29,10,0.0054688450
5,29,10,0.0054614330
5,29,10,0.0054650200
5,29,20,0.0054666010
5,29,20,0.0054592180
5,29,20,0.0054719380
5,29,20,0.0054605860
5,29,20,0.0054627930
5,29,20,0.0054681790
5,29,20,0.0027205490
5,29,20,0.0054568440
5,29,20,0.0054683790
5,29,20,0.0054596740
5,30,10,0.0058188080
5,30,10,0.0029130560
5,30,10,0.0058046980
5,30,10,0.0058174890
5,30,10,0.0058285220
5,30,10,0.0058212220
5,30,10,0.0058203990
5,30,10,0.0058097020
5,30,10,0.0058103500
5,30,10,0.0058120510
5,30,20,0.0058158790
5,30,20,0.0058156270
5,30,20,0.0058193240
5,30,20,0.0058215100
5,30,20,0.0058133620
5,30,20,0.0058197660
5,30,20,0.0029158290
5,30,20,0.0058145480
5,30,20,0.0058196440
5,30,20,0.0058198090
5,31,10,0.0031183110
5,31,10,0.0031162790
5,31,10,0.0031161190
5,31,10,0.0031195960
5,31,10,0.0031157460
5,31,10,0.0031229100
5,31,10,0.0031211100
5,31,10,0.0031154910
5,31,10,0.0031159190
5,31,10,0.0031126250
5,31,20,0.0031173490
5,31,20,0.0031149340
5,31,20,0.0031168360
5,31,20,0.0031193640
5,31,20,0.0031155020
5,31,20,0.0031182040
5,31,20,0.0031184930
5,31,20,0.0031168660
5,31,20,0.0031175960
5,31,20,0.0031158640
5,32,10,0.0033398190
5,32,10,0.0033404940
5,32,10,0.0033247790
5,32,10,0.0033386520
5,32,10,0.0033383530
5,32,10,0.0033373840
5,32,10,0.0033357330
5,32,10,0.0033278680
5,32,10,0.0033253960
5,32,10,0.0033366870
5,32,20,0.0033392940
5,32,20,0.0033257870
5,32,20,0.0033298660
5,32,20,0.0033214170
5,32,20,0.0033401750
5,32,20,0.0033378940
5,32,20,0.0033389250
5,32,20,0.0033409430
5,32,20,0.0033251220
5,32,20,0.0033349730
