cca,size,density,mxv_time
1,29,10,0.0133192482
1,29,10,0.0130679320
1,29,10,0.0132421680
1,29,20,0.0132707655
1,29,20,0.0133243760
1,29,20,0.0130615760
1,29,20,0.0131119145
1,29,20,0.0134024460
1,29,20,0.0132213250
1,29,20,0.0130516500
1,29,20,0.0132682492
1,29,20,0.0132898150
1,29,20,0.0131559345
1,30,10,0.0141273160
1,30,10,0.0140327180
1,30,10,0.0141084040
1,30,10,0.0140775930
1,30,10,0.0141835070
1,30,10,0.0141147080
1,30,10,0.0140463000
1,30,10,0.0140278960
1,30,10,0.0142179130
1,30,10,0.0141907777
1,30,20,0.0139957755
1,30,20,0.0140014910
1,30,20,0.0138196520
1,30,20,0.0139098900
1,30,20,0.0138443465
1,30,20,0.0140205380
1,30,20,0.0139010600
1,30,20,0.0139257100
1,30,20,0.0139447955
1,30,20,0.0140333755
1,31,10,0.0150834265
1,31,10,0.0147208530
1,31,10,0.0146970855
1,31,10,0.0146887730
1,31,10,0.0147637180
1,31,10,0.0147129925
1,31,10,0.0146800447
1,31,10,0.0147281610
1,31,10,0.0147031385
1,31,10,0.0148927457
1,31,20,0.0148365590
1,31,20,0.0151845950
1,31,20,0.0152120585
1,31,20,0.0148251320
1,31,20,0.0147996125
1,31,20,0.0147220530
1,31,20,0.0146544910
1,31,20,0.0147281890
1,31,20,0.0146581460
1,31,20,0.0147172900
1,32,10,0.0159010270
1,32,10,0.0158681340
1,32,10,0.0158940275
1,32,10,0.0159148850
1,32,10,0.0160475250
1,32,10,0.0156586535
1,32,10,0.0156564820
1,32,10,0.0159431945
1,32,10,0.0157249650
1,32,10,0.0156139212
1,32,20,0.0153706350
1,32,20,0.0156976270
1,32,20,0.0157516565
1,32,20,0.0156994180
1,32,20,0.0155022290
1,32,20,0.0154710240
1,32,20,0.0154456590
1,32,20,0.0153657390
1,32,20,0.0152662040
1,32,20,0.0152694470
