cca,size,density,total_time
3,23,20,0.0423923810
3,23,20,0.0422187020
3,24,10,0.0460589920
3,24,10,0.0457860480
3,24,10,0.0462699270
3,24,10,0.0459329210
3,24,10,0.0459745040
3,24,20,0.0457513960
3,24,20,0.0457340460
3,24,20,0.0457308570
3,24,20,0.0457478470
3,24,20,0.0457409450
3,25,10,0.0494947630
3,25,10,0.0495124240
3,25,10,0.0494670020
3,25,10,0.0495281140
3,25,10,0.0494930850
3,25,20,0.0495052310
3,25,20,0.0494951600
3,25,20,0.0495017310
3,25,20,0.0495169330
3,25,20,0.0497390500
3,26,10,0.0533521550
3,26,10,0.0533873540
3,26,10,0.0533591000
3,26,10,0.0533563100
3,26,10,0.0533571730
3,26,20,0.0533534640
3,26,20,0.0533618870
3,26,20,0.0533600850
3,26,20,0.0533667290
3,26,20,0.0533836440
3,27,10,0.1436347780
3,27,10,0.0861552180
3,27,10,0.0864389870
3,27,10,0.0573637050
3,27,10,0.0576029400
3,27,20,0.0574113020
3,27,20,0.0576238610
3,27,20,0.0574047620
3,27,20,0.0578278630
3,27,20,0.0576128190
3,28,10,0.0616168410
3,28,10,0.0615888950
3,28,10,0.0616014380
3,28,10,0.0616011810
3,28,10,0.0616079960
3,28,20,0.0615900460
3,28,20,0.0616031820
3,28,20,0.0616053340
3,28,20,0.0616050730
3,28,20,0.0616706630
3,29,10,0.0659249550
3,29,10,0.0661501770
3,29,10,0.0658665660
3,29,10,0.0658650920
3,29,10,0.0658680170
3,29,20,0.0659103160
3,29,20,0.0658562540
3,29,20,0.0658784100
3,29,20,0.0658746520
3,29,20,0.0658653980
3,30,10,0.0703752220
3,30,10,0.0703346820
3,30,10,0.0702681860
3,30,10,0.0702781330
3,30,10,0.0702526010
3,30,20,0.0704305720
3,30,20,0.0703013470
3,30,20,0.0703659370
3,30,20,0.0703777660
3,30,20,0.0707463300
3,31,10,0.1126890950
3,31,10,0.0752024280
3,31,10,0.0748717960
3,31,10,0.0748789320
3,31,10,0.0748393600
3,31,20,0.0748738740
3,31,20,0.0749055660
3,31,20,0.0748767930
3,31,20,0.0751094990
3,31,20,0.0748743810
